7.433863193744088882e+00,-3.602816767081110427e+00,-1.134276539875657619e+01,-1.336454701155340530e+01,-6.491485859819968951e+00,2.157922934935609938e+00,1.611128372163268097e+00,-5.395889905961223754e+00,1.396792809283693160e+01,-6.013743307891449064e+00
-9.244007614839988562e+00,4.510510294874992887e+00,-8.337661182783699942e+00,-1.209509803782071735e+01,-3.227591187359897695e+00,-1.286398256611151591e+00,-1.489756312405141081e+01,1.061145239111356275e+00,9.389564497403563692e+00,1.140482986642747321e+01
6.517986198161162648e+00,1.406070895087694339e+01,7.488055074103625586e-01,-1.433897163792243390e+01,3.474571902902002574e+00,-8.067330265795249034e+00,-1.014531085723209181e+01,8.103393189963421506e+00,-1.687871918032595175e-01,-4.646144066739793743e+00
-1.491309960468603890e+01,2.799518925853872187e+00,5.928169842027303460e+00,-1.394381033480361509e+01,-4.921153685893553842e+00,6.857062774058208632e+00,-2.165858301968380140e+00,-9.152311031080055059e+00,1.304809737451136620e+01,-1.297618834304991786e+01
1.337084399027438408e+01,-9.571294145787220486e+00,-4.726854687616283357e+00,7.149086483178389351e+00,8.746743861236536688e-01,-1.000536873229357582e+01,8.351138748842835469e+00,-3.443110130307881711e+00,6.453918670740572239e+00,-1.383775348316130938e+01
-1.472549117850834932e+01,1.446834650087935081e+01,-1.181573529884476237e+01,-2.766735082182131045e+00,1.299532836773311395e+01,-6.642851262964997616e+00,8.639834596035477432e+00,-1.309973933181540984e+00,-1.484406056994336431e+01,-7.762844552825732158e+00
-1.369072649278352927e+01,-8.622117179319859659e+00,1.084292726484023284e+01,1.251161331996256187e+01,1.177524273288528533e+01,-4.483934234368727623e+00,6.358800575231695618e-01,-7.558112664562540495e+00,6.053122064888638576e+00,3.420470568383284338e+00
-6.246212905821923123e+00,5.983569968626712310e+00,1.335880062560826076e+01,-7.581725594148691627e-01,5.567096302940287345e+00,1.487867232480076041e+01,-9.289689856762603171e+00,-1.366534997984399524e+01,1.349679849990895875e+01,4.430280949240927413e+00
9.330363455209418788e+00,8.668475999429801959e+00,-1.495805086977662235e+01,1.209543694041466821e+01,-1.429012498486725491e+01,-1.142301084893427010e+01,-5.203132908544494839e+00,2.947452129645382612e+00,3.379632894098413942e+00,8.854263341689657452e+00
-9.236287768080737592e-01,1.393802465039244609e+01,-2.976480035309136962e+00,-1.455833426807918940e+01,5.762511397047417994e+00,-3.706431148052732993e+00,1.013703073034589508e+01,9.990812430211933659e+00,-1.130414222408776936e+01,-5.030987271816809603e+00
5.001539901577349845e+00,-9.941279859544749797e+00,6.329095346651758547e-01,1.454718382932381537e+01,-1.057545166978864870e+01,8.630794406269535202e-01,1.246357618560640645e-01,6.220397789901501717e+00,-5.322219222047235299e+00,-6.178479532025949794e+00
-1.064268977911498482e+01,-2.504735402444993930e+00,3.124399951443880497e+00,1.366835655102877034e+01,4.455647479504008857e+00,8.172147704684141090e+00,-1.514926158175951443e+00,-9.222692370549918195e+00,7.838527743885030930e+00,1.208829145068482624e+01
-5.931473159597793199e+00,4.059820465070020035e+00,2.684443307855397975e+00,-2.757479425270318085e+00,1.214980865366476692e+01,4.789738005921959640e+00,-1.334761018411864519e+01,-4.108314719205734988e+00,8.970905167947286429e+00,3.591961840702347253e+00
1.289409435444837015e+01,-6.887765989221679597e+00,9.032877902268024783e+00,-9.972549205370812686e+00,1.036590394532440840e+00,-9.054374564043511597e+00,2.160007212885140859e+00,-1.332410146596803813e+01,1.379063093232709569e+01,1.054452116951141250e+01
-1.402200169827596099e+01,9.739555860684159683e+00,1.320042636918178758e+01,-1.051402181946247794e+01,3.904128956386851534e+00,1.120361364194461729e+01,-8.349926145501926911e-01,-9.256044547793633726e+00,-9.586152611887023056e+00,2.253184699869886565e+00
