1.320941310053256501e+01,-1.425479997582073466e+01,-8.001230753934763129e+00,8.617606734722553341e+00,1.113182216392367252e+00,-7.703956267643341960e+00,-2.676711834124718692e-01,1.021656639044593007e+01,1.126279846658370687e+01,-9.395881846025950779e+00
-3.138794458901819517e+00,5.046129730919627576e+00,1.117350380099074414e+01,-7.519502551459488870e+00,-4.168576918073906512e+00,9.804511058836197890e+00,8.016663907205067829e+00,-1.064540159178092438e+01,-3.206332962217516069e+00,1.123456926823019586e+01
-3.594186890013276958e+00,1.455665673141808725e+00,-1.096891463901067354e+01,-1.494367896487656822e+01,2.067506364286187726e+00,-1.352232988067695985e+01,4.091504337716852291e+00,5.580937683466654420e+00,8.748625705990967560e+00,3.133298821281693236e+00
-3.452859760919367638e+00,9.643906231917746652e+00,2.571083916654594681e+00,-1.423124376175560002e+01,-1.429692006990721964e+01,1.388639998816181276e+01,3.349339768614534307e-01,-7.194918090806190492e+00,1.407042789989482756e+01,5.845879174062806882e+00
1.290838457013839147e+01,1.116682908568603239e+01,-1.167707525171403660e+01,-7.397017140339888108e+00,-3.055770276933067464e+00,-8.957396045992840783e+00,-1.623340306249382081e+00,3.397074235843404288e+00,6.108999408833927447e+00,1.238889288189763960e+00
-1.242256591781454489e+01,9.594282455983567104e+00,1.474750280601061547e+01,4.599969221168666245e+00,-2.243345796889268939e+00,-1.098505581699224365e+01,7.507722200097234122e+00,-1.391565721126292843e+01,2.398276231338120290e+00,2.756863296922950290e+00
2.284651819442449217e+00,-7.636131441588673852e+00,8.310011583439152361e+00,-6.291196490917548623e+00,3.100278020316177496e+00,3.321865761115880389e+00,-5.741876518723628919e+00,-2.364176228419863968e+00,-6.902595468739786355e+00,2.649943149575000767e+00
-3.157942586837314991e+00,9.254655333788125660e+00,-1.277704620638920474e+01,4.730778065800790522e+00,3.533304934955950216e+00,-3.342003287829474978e+00,-7.890251550626093291e+00,-8.735739959541071187e-01,1.338847563287131592e+01,-6.141860453335851844e+00
-1.102308786222732451e+01,1.276442332302801574e+01,-1.216545401120781023e+01,-3.049720705855938796e+00,-5.406969535441700891e+00,1.367475758874638458e+01,-4.606686524582848108e+00,1.152783893238879998e+01,5.871657523328213557e+00,1.487944203694272716e+00
1.334053347345432883e+01,8.653564692408995285e+00,-2.512606282355956289e+00,5.122470734783901136e+00,-3.830833463633274150e-01,5.572556013087105242e+00,4.116135803606788990e+00,1.381158520719129257e+01,-1.907511955258197389e+00,-1.262913337744276276e+01
